Timestamp,Relative time (in days),T (°C),RH (%),CO2 (ppm),NO2 (ppb),O3 (ppb),NO (ppb),SO2 (ppb),CO (ppb),H2S (ppb),TVOC (µg/m3 eq.),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3)
2021-03-15T18:49:04.512583,0.398,21.45,33.85,531.35,9.73,38.71,13.04,1.07,122.47,0.21,-26.10,3.40,4.63,5.02
2021-03-15T18:52:04.727268,0.400,21.34,33.43,530.32,12.26,35.78,13.67,1.03,122.80,0.19,-26.10,3.55,5.31,5.99
2021-03-15T18:55:04.890509,0.402,21.45,33.43,540.57,12.26,36.15,13.09,1.00,123.98,0.19,-26.10,2.04,2.69,2.97
2021-03-15T18:58:05.094241,0.404,21.45,32.80,547.74,11.42,37.13,13.33,0.99,124.74,0.17,-26.10,1.29,1.43,1.68
2021-03-15T19:01:05.295724,0.406,21.45,33.22,540.57,11.84,34.21,13.48,1.04,125.82,0.17,-38.98,1.44,1.77,2.11
2021-03-15T19:04:05.497209,0.408,21.45,33.33,535.45,8.03,38.04,12.70,1.11,124.74,0.19,-38.98,1.59,1.89,2.22
2021-03-15T19:07:05.670497,0.410,21.45,33.12,533.40,5.50,44.34,12.94,1.08,125.82,0.18,-38.98,1.44,1.55,1.68
2021-03-15T19:10:05.874046,0.412,21.45,32.91,534.42,6.77,42.69,12.90,1.05,124.41,0.17,-38.98,1.89,2.69,4.05
2021-03-15T19:13:06.078048,0.415,21.45,33.33,556.96,38.91,34.41,44.58,0.56,148.25,0.21,25.43,2.50,3.26,4.05
2021-03-15T19:16:06.280002,0.417,21.45,33.01,549.79,43.56,28.85,43.55,0.49,139.51,0.18,25.43,2.20,2.34,2.87
2021-03-15T19:19:06.492972,0.419,21.45,33.01,537.50,16.49,36.14,14.21,0.93,126.68,0.16,-26.10,1.59,2.12,2.54
2021-03-15T19:22:06.720213,0.421,21.45,32.91,536.47,10.57,35.11,12.80,1.07,125.82,0.16,-26.10,1.44,1.66,1.90
2021-03-15T19:25:06.938686,0.423,21.45,33.22,527.25,9.73,33.84,12.56,1.10,125.39,0.19,-38.98,1.59,2.12,2.54
2021-03-15T19:28:07.168643,0.425,21.45,32.59,529.30,9.30,38.26,12.46,0.99,126.90,0.17,-38.98,1.59,2.23,2.76
2021-03-15T19:31:07.385873,0.427,21.45,33.22,548.76,8.88,38.94,11.97,1.08,125.49,0.17,-38.98,1.44,1.77,3.73
2021-03-15T19:34:07.590936,0.429,21.45,32.91,535.45,6.34,38.50,12.26,1.04,126.79,0.17,-38.98,1.44,1.55,1.79
2021-03-15T19:37:07.797752,0.431,21.45,33.12,540.57,6.34,40.74,12.21,1.09,126.90,0.17,-26.10,1.44,1.55,1.79
2021-03-15T19:40:08.002668,0.433,21.45,33.01,536.47,5.50,41.72,11.87,1.08,124.31,0.17,-38.98,1.89,3.03,3.51
2021-03-15T19:43:08.203477,0.435,21.45,32.80,541.59,7.19,34.52,12.65,1.05,126.57,0.17,-38.98,2.20,3.49,4.27
2021-03-15T19:46:08.408141,0.437,21.45,32.59,536.47,4.65,41.57,12.46,1.07,126.36,0.16,-38.98,1.59,2.23,2.87
2021-03-15T19:49:08.614163,0.440,21.55,33.22,535.45,6.77,37.07,11.97,1.09,126.57,0.19,-38.98,1.44,1.77,2.11
2021-03-15T19:52:08.830350,0.442,21.45,32.59,532.37,5.50,39.85,12.51,1.09,127.54,0.17,-38.98,1.44,2.12,2.87
2021-03-15T19:55:09.052020,0.444,21.45,33.01,532.37,5.50,36.85,12.26,1.02,126.03,0.17,-38.98,1.14,1.77,3.30
2021-03-15T19:58:09.253427,0.446,21.45,32.80,529.30,5.07,42.39,12.31,1.05,129.38,0.17,-38.98,1.29,1.89,2.22
2021-03-15T20:01:09.457557,0.448,21.45,33.22,536.47,6.77,44.19,11.73,1.08,129.92,0.19,-38.98,1.29,1.66,2.33
2021-03-15T20:04:09.679891,0.450,21.45,33.33,536.47,8.88,43.43,11.73,1.07,129.59,0.18,-38.98,2.50,3.14,3.84
2021-03-15T20:07:09.888022,0.452,21.34,33.12,543.64,7.19,39.77,11.97,1.04,129.05,0.18,-38.98,1.74,2.00,2.54
2021-03-15T20:10:10.096030,0.454,21.34,33.22,539.54,6.77,39.32,11.10,1.06,127.43,0.19,-26.10,1.74,2.23,3.51
2021-03-15T20:13:10.301330,0.456,21.34,33.12,543.64,7.61,34.60,11.24,1.05,130.13,0.18,-38.98,1.29,2.00,2.54
2021-03-15T20:16:10.536511,0.458,21.34,33.33,537.50,7.19,37.89,11.97,1.09,130.78,0.20,-38.98,7.31,11.93,22.27
2021-03-15T20:19:10.779730,0.460,21.34,33.12,539.54,6.77,38.57,11.05,1.03,135.52,0.19,-26.10,2.20,3.26,4.48
2021-03-15T20:22:10.982688,0.462,21.34,33.43,537.50,8.88,37.44,11.34,1.01,132.18,0.19,-26.10,4.15,5.88,7.50
2021-03-15T20:25:11.235465,0.465,21.34,33.43,536.47,8.46,39.61,10.85,1.06,134.88,0.19,-26.10,1.74,2.12,2.65
2021-03-15T20:28:11.460870,0.467,21.34,33.64,531.35,8.03,47.03,10.80,1.07,133.47,0.20,-26.10,1.59,1.77,2.00
2021-03-15T20:31:11.640495,0.469,21.24,33.43,544.67,10.57,38.11,11.63,1.01,133.15,0.19,-13.22,1.59,2.46,3.62
2021-03-15T20:34:11.844878,0.471,21.34,33.12,537.50,14.80,35.84,11.63,0.92,134.66,0.19,-26.10,1.44,1.77,2.00
2021-03-15T20:37:12.074548,0.473,21.34,33.53,539.54,23.68,34.39,11.78,0.85,134.45,0.19,-26.10,1.44,1.77,2.22
2021-03-15T20:40:12.280210,0.475,21.34,33.64,546.71,9.30,44.25,11.44,0.96,133.69,0.19,-26.10,1.59,2.23,2.54
2021-03-15T20:43:12.390499,0.477,21.34,34.06,534.42,10.15,38.41,10.71,1.02,134.34,0.21,-13.22,1.89,3.03,3.84
2021-03-15T20:46:12.598211,0.479,21.24,34.16,538.52,8.03,41.41,10.80,1.04,138.65,0.21,-13.22,1.44,1.66,1.90
2021-03-15T20:49:12.810723,0.481,21.24,34.06,528.28,8.03,39.91,10.41,1.05,137.36,0.21,-13.22,1.14,1.20,1.36
2021-03-15T20:52:13.020146,0.483,21.24,34.37,539.54,6.77,41.94,9.83,1.05,137.90,0.22,-0.34,1.29,1.20,1.36
2021-03-15T20:55:13.247941,0.485,21.34,33.95,542.62,7.61,39.84,10.37,1.04,140.27,0.21,-13.22,1.29,1.66,3.62
2021-03-15T20:58:13.390481,0.487,21.34,34.16,538.52,9.73,40.58,10.56,1.00,139.51,0.22,-13.22,1.59,2.23,2.65
2021-03-15T21:01:13.591601,0.490,21.34,34.26,544.67,10.57,37.36,10.37,1.01,140.05,0.21,-13.22,1.59,1.89,2.22
2021-03-15T21:04:13.808963,0.492,21.34,33.95,542.62,10.15,38.03,10.07,0.96,142.10,0.20,-13.22,1.29,1.55,1.90
2021-03-15T21:07:13.858824,0.494,21.24,34.26,539.54,10.15,40.28,10.46,0.98,142.53,0.20,-13.22,1.89,2.23,3.41
2021-03-15T21:10:14.050231,0.496,21.24,34.26,539.54,10.57,40.73,10.51,1.00,142.21,0.21,-13.22,1.89,2.69,3.41
2021-03-15T21:13:14.273054,0.498,21.24,34.06,543.64,24.10,35.59,12.75,0.84,143.40,0.21,-13.22,1.89,2.34,2.76
2021-03-15T21:16:14.480817,0.500,21.24,34.37,528.28,10.57,40.73,10.12,1.02,141.35,0.21,-0.34,1.44,2.12,3.62
2021-03-15T21:19:14.697019,0.502,21.24,33.95,539.54,6.34,42.24,10.22,1.08,142.21,0.20,-13.22,1.14,1.55,2.00
2021-03-15T21:22:14.940260,0.504,21.24,34.26,543.64,36.79,35.17,22.43,0.59,156.12,0.22,-0.34,1.74,2.12,2.54
2021-03-15T21:25:15.203121,0.506,21.24,34.26,523.15,16.92,36.21,10.41,0.92,143.51,0.20,-0.34,1.59,2.23,2.76
2021-03-15T21:28:15.350592,0.508,21.24,33.95,534.42,24.53,35.29,12.65,0.84,144.48,0.20,-0.34,1.89,2.80,4.05
2021-03-15T21:31:15.613760,0.510,21.24,34.16,542.62,11.84,41.32,9.25,1.03,142.64,0.20,-0.34,12.88,63.07,162.43
2021-03-15T21:34:15.860975,0.512,21.14,34.37,546.71,27.91,37.00,16.16,0.64,154.83,0.22,12.54,7.31,29.06,69.06
2021-03-15T21:37:16.107565,0.515,21.04,34.47,535.45,20.72,38.74,9.15,0.87,145.99,0.21,12.54,5.35,10.79,18.07
2021-03-15T21:40:16.342739,0.517,21.04,34.58,536.47,9.73,43.20,8.91,1.02,144.48,0.22,-0.34,2.50,3.94,5.02
2021-03-15T21:43:16.562887,0.519,21.04,35.00,554.91,9.30,43.13,8.91,0.99,142.97,0.23,12.54,2.20,3.26,3.84
2021-03-15T21:46:16.785413,0.521,21.04,34.79,543.64,10.57,42.22,8.52,0.99,144.58,0.23,12.54,2.04,2.57,2.87
2021-03-15T21:49:17.020778,0.523,21.04,34.58,539.54,8.88,45.30,8.76,1.05,146.63,0.23,12.54,2.95,4.40,5.13
2021-03-15T21:52:17.255884,0.525,20.94,34.79,530.32,10.57,38.48,8.66,1.02,147.60,0.23,12.54,2.80,4.17,4.91
2021-03-15T21:55:17.495833,0.527,20.94,34.89,539.54,16.92,35.84,9.68,0.88,147.50,0.24,12.54,2.65,3.71,4.05
2021-03-15T21:58:17.761298,0.529,20.94,35.20,539.54,18.18,41.30,8.71,0.87,148.79,0.24,25.43,2.80,4.17,4.91
2021-03-15T22:01:18.012393,0.531,20.94,34.89,534.42,10.15,41.03,8.52,1.04,150.52,0.23,12.54,2.80,4.40,5.13
2021-03-15T22:04:18.252584,0.533,20.94,34.89,534.42,10.15,44.02,8.56,0.99,150.62,0.23,12.54,2.35,3.03,3.41
2021-03-15T22:07:18.488245,0.535,21.04,34.89,522.13,8.46,46.35,8.56,1.00,152.35,0.24,12.54,1.89,2.34,2.65
2021-03-15T22:10:18.722997,0.537,21.04,35.10,544.67,10.57,42.60,8.18,1.04,155.59,0.24,12.54,1.74,2.34,3.08
2021-03-15T22:13:18.890600,0.540,21.04,35.20,540.57,12.26,40.65,8.37,0.97,153.86,0.25,25.43,2.04,2.57,3.30
2021-03-15T22:16:19.112018,0.542,21.04,34.79,546.71,48.63,36.10,48.47,0.37,182.12,0.27,51.19,3.10,3.94,4.70
2021-03-15T22:19:19.377721,0.544,21.04,34.89,561.05,52.86,34.21,64.67,0.34,174.46,0.26,64.07,3.40,4.28,4.91
2021-03-15T22:22:19.615191,0.546,21.04,35.10,559.01,63.01,37.09,63.99,0.22,204.55,0.25,64.07,2.95,3.71,4.59
2021-03-15T22:25:19.855990,0.548,21.04,35.10,534.42,30.45,31.82,11.44,0.79,156.88,0.21,38.31,1.89,2.69,3.19
2021-03-15T22:28:20.097720,0.550,21.04,35.31,547.74,18.18,40.92,8.71,0.97,156.23,0.23,25.43,2.04,2.69,3.41
2021-03-15T22:31:20.337486,0.552,21.04,35.20,541.59,43.56,35.96,25.79,0.49,173.27,0.24,38.31,2.20,2.80,3.30
2021-03-15T22:34:20.582094,0.554,21.04,35.00,523.15,34.68,35.17,12.51,0.71,162.81,0.23,25.43,1.89,2.12,3.51
2021-03-15T22:37:20.843684,0.556,20.94,35.10,536.47,31.72,38.40,10.71,0.70,164.65,0.23,25.43,1.89,2.69,3.73
2021-03-15T22:40:21.061127,0.558,20.94,35.20,537.50,16.92,39.58,7.69,0.97,158.71,0.22,25.43,2.04,2.57,2.97
2021-03-15T22:43:21.277171,0.560,21.04,35.00,537.50,11.42,39.00,8.27,1.00,156.23,0.23,25.43,2.04,2.92,3.41
2021-03-15T22:46:21.522097,0.562,21.04,35.00,531.35,11.84,39.08,8.13,1.00,161.52,0.23,12.54,1.89,2.23,2.54
2021-03-15T22:49:21.745305,0.565,21.04,35.31,531.35,11.42,42.75,8.18,0.97,158.28,0.24,12.54,1.59,1.66,1.90
2021-03-15T22:52:21.981506,0.567,21.04,35.20,531.35,11.00,40.05,8.32,0.96,158.93,0.23,25.43,1.89,2.34,2.65
2021-03-15T22:55:22.217273,0.569,21.04,35.20,541.59,8.46,46.35,7.88,1.03,161.41,0.24,25.43,1.74,1.77,2.00
2021-03-15T22:58:22.451269,0.571,21.04,35.00,535.45,9.30,44.63,7.64,0.95,157.74,0.23,25.43,1.74,1.89,2.11
2021-03-15T23:01:22.631346,0.573,20.94,35.52,533.40,11.00,43.80,7.59,0.99,157.53,0.24,25.43,2.04,2.23,2.54
2021-03-15T23:04:22.816087,0.575,20.94,35.31,531.35,11.00,40.05,7.93,1.00,161.30,0.24,25.43,1.74,2.23,2.43
2021-03-15T23:07:22.982718,0.577,21.04,35.20,549.79,49.48,36.62,36.01,0.38,200.35,0.27,51.19,2.95,3.37,3.62
2021-03-15T23:10:23.221749,0.579,21.04,35.20,559.01,71.05,39.98,67.59,0.00,215.45,0.26,76.95,4.15,4.63,5.13
2021-03-15T23:13:23.356718,0.581,20.94,35.31,544.67,49.06,34.30,27.93,0.46,177.48,0.19,51.19,2.65,2.92,3.30
2021-03-15T23:16:23.537413,0.583,20.94,35.00,537.50,16.92,44.45,8.76,0.91,160.87,0.20,25.43,1.89,2.46,2.76
2021-03-15T23:19:23.720477,0.585,21.04,35.52,539.54,18.61,37.25,8.03,0.89,161.30,0.23,25.43,1.89,2.57,3.30
2021-03-15T23:22:23.902067,0.587,20.94,35.31,552.86,47.79,31.83,31.29,0.47,178.67,0.23,51.19,2.50,3.14,3.51
2021-03-15T23:25:24.066424,0.590,20.94,35.20,542.62,20.30,39.42,8.66,0.88,163.03,0.21,25.43,7.46,12.39,16.99
2021-03-15T23:28:24.248850,0.592,20.94,35.10,546.71,13.53,38.25,7.35,0.96,162.49,0.22,25.43,2.50,3.60,5.13
2021-03-15T23:31:24.431310,0.594,20.94,35.20,541.59,11.84,43.19,7.35,1.01,162.70,0.22,25.43,2.20,2.69,3.19
2021-03-15T23:34:24.611403,0.596,20.94,35.52,538.52,14.38,39.52,7.06,0.94,164.21,0.23,25.43,2.04,2.57,3.19
2021-03-15T23:37:24.820729,0.598,20.94,35.20,531.35,14.38,39.14,7.83,0.92,161.73,0.22,25.43,2.04,2.69,3.62
2021-03-15T23:40:25.056728,0.600,20.84,35.41,537.50,12.69,40.72,7.74,0.94,163.24,0.24,25.43,2.20,2.69,2.97
2021-03-15T23:43:25.301295,0.602,20.94,35.20,535.45,12.26,41.39,7.74,0.94,164.97,0.22,25.43,2.20,2.80,3.51
2021-03-15T23:46:25.516878,0.604,20.94,35.31,537.50,11.84,40.20,6.96,0.93,161.73,0.23,25.43,1.44,1.77,2.43
2021-03-15T23:49:25.641313,0.606,20.84,35.20,541.59,10.15,37.28,7.20,0.98,155.48,0.22,25.43,1.44,1.66,2.00
2021-03-15T23:52:25.837126,0.608,20.63,35.94,529.30,10.15,36.16,7.01,1.02,150.95,0.23,25.43,1.44,1.89,2.22
2021-03-15T23:55:26.055534,0.610,20.43,35.94,536.47,9.73,37.21,7.25,1.00,152.13,0.24,25.43,1.44,1.66,2.11
2021-03-15T23:58:26.256838,0.612,20.33,35.94,540.57,8.88,38.19,6.76,1.05,150.30,0.23,25.43,1.29,1.43,1.68
2021-03-16T00:01:26.390540,0.615,20.13,36.56,543.64,10.57,36.98,6.37,1.01,153.00,0.24,25.43,1.44,1.66,2.22
2021-03-16T00:04:26.608600,0.617,20.03,36.56,542.62,10.57,36.23,6.81,0.94,156.45,0.25,38.31,1.29,1.66,2.22
2021-03-16T00:07:26.828712,0.619,19.92,36.67,536.47,11.42,36.38,6.37,0.97,157.10,0.26,38.31,1.59,2.00,2.22
2021-03-16T00:10:27.029124,0.621,19.72,36.98,533.40,10.57,39.98,5.94,0.91,160.66,0.26,38.31,1.44,1.77,2.43
2021-03-16T00:13:27.241469,0.623,19.72,37.29,537.50,23.26,32.44,9.15,0.73,171.55,0.28,38.31,1.89,2.46,3.19
2021-03-16T00:16:27.430525,0.625,19.52,37.40,555.93,40.60,27.21,14.65,0.61,185.46,0.26,51.19,2.04,2.57,2.97
2021-03-16T00:19:27.630201,0.627,19.42,37.50,544.67,42.71,26.08,21.22,0.55,175.86,0.28,51.19,2.20,2.92,3.30
2021-03-16T00:22:27.839998,0.629,19.42,37.61,554.91,44.40,28.62,26.81,0.48,177.80,0.27,38.31,2.50,3.14,3.41
2021-03-16T00:25:28.057829,0.631,19.32,37.71,547.74,35.10,29.63,12.70,0.70,174.57,0.26,38.31,2.20,2.80,3.08
2021-03-16T00:28:28.210507,0.633,19.21,38.02,542.62,32.99,27.77,9.39,0.73,172.30,0.26,38.31,2.20,3.14,5.56
2021-03-16T00:31:28.411268,0.635,19.21,38.13,543.64,27.49,32.80,6.76,0.76,171.55,0.27,38.31,2.04,2.80,4.38
2021-03-16T00:34:28.610712,0.637,19.21,38.13,549.79,25.37,30.56,5.79,0.84,173.27,0.28,38.31,2.04,2.57,3.94
2021-03-16T00:37:28.833929,0.640,19.11,38.02,547.74,17.76,34.86,5.01,0.92,172.41,0.27,38.31,1.74,2.00,2.22
2021-03-16T00:40:29.035393,0.642,19.21,38.02,541.59,42.29,26.39,22.09,0.47,188.81,0.29,51.19,2.20,2.80,3.41
2021-03-16T00:43:29.252377,0.644,19.11,38.44,545.69,47.79,28.46,23.21,0.39,201.43,0.29,51.19,3.25,3.71,4.70
2021-03-16T00:46:29.447526,0.646,19.11,38.65,552.86,42.29,28.26,14.16,0.58,188.59,0.27,51.19,2.04,2.23,4.27
2021-03-16T00:49:29.670736,0.648,19.11,38.55,546.71,29.18,31.22,6.03,0.72,178.45,0.27,51.19,1.59,1.77,2.00
2021-03-16T00:52:29.888940,0.650,19.01,38.75,543.64,28.76,31.15,5.69,0.77,179.75,0.28,51.19,1.29,1.55,1.79
2021-03-16T00:55:30.128266,0.652,19.01,38.55,543.64,26.22,32.58,5.45,0.80,179.53,0.27,51.19,1.74,2.34,2.65
2021-03-16T00:58:30.330857,0.654,19.01,38.65,539.54,29.18,28.98,6.13,0.77,182.66,0.27,51.19,1.59,1.66,4.59
2021-03-16T01:01:30.510881,0.656,18.91,38.86,532.37,28.76,31.15,5.69,0.74,180.93,0.28,51.19,1.74,1.89,5.56
2021-03-16T01:04:30.706713,0.658,18.81,38.75,546.71,28.33,28.46,5.16,0.76,180.82,0.27,51.19,1.44,1.55,1.79
2021-03-16T01:07:30.907740,0.660,18.81,39.07,544.67,27.91,29.13,5.50,0.74,182.12,0.28,51.19,3.70,4.51,7.29
2021-03-16T01:10:31.110352,0.662,18.81,38.96,542.62,29.18,29.73,5.69,0.72,183.95,0.27,51.19,2.20,2.69,3.19
2021-03-16T01:13:31.317570,0.665,18.81,38.86,540.57,27.91,31.00,5.69,0.76,185.46,0.27,51.19,3.70,5.43,6.64
2021-03-16T01:16:31.516323,0.667,18.81,38.65,540.57,27.49,29.81,5.40,0.73,185.79,0.27,51.19,2.04,2.46,2.76
2021-03-16T01:19:31.620510,0.669,18.71,38.75,539.54,25.80,28.02,4.96,0.76,184.06,0.27,51.19,1.59,1.89,2.33
2021-03-16T01:22:31.755123,0.671,18.71,39.07,544.67,27.06,29.36,5.26,0.74,182.23,0.27,51.19,2.04,2.57,2.87
2021-03-16T01:25:31.984508,0.673,18.61,38.75,552.86,27.91,31.75,5.45,0.66,184.60,0.26,51.19,1.74,2.34,2.76
2021-03-16T01:28:32.193125,0.675,18.71,38.75,550.81,26.22,32.96,5.45,0.74,185.79,0.25,38.31,1.59,2.12,2.76
2021-03-16T01:31:32.400854,0.677,18.61,38.96,542.62,26.64,33.03,5.26,0.78,183.52,0.26,38.31,1.59,2.12,3.19
2021-03-16T01:34:32.601771,0.679,18.61,39.38,540.57,28.76,29.65,5.06,0.72,183.63,0.27,51.19,1.59,2.00,3.30
2021-03-16T01:37:32.807248,0.681,18.61,38.96,543.64,27.91,31.00,5.21,0.70,184.60,0.26,51.19,1.44,1.66,1.90
2021-03-16T01:40:33.007061,0.683,18.50,39.07,541.59,26.64,29.29,4.87,0.70,184.38,0.25,38.31,1.59,1.77,2.11
2021-03-16T01:43:33.215813,0.685,18.50,39.38,548.76,28.33,32.20,4.67,0.79,186.00,0.26,51.19,1.44,1.66,1.90
2021-03-16T01:46:33.410685,0.687,18.50,39.07,544.67,27.49,29.43,4.82,0.69,185.57,0.26,38.31,1.74,2.00,2.33
2021-03-16T01:49:33.627207,0.690,18.50,39.17,540.57,26.64,28.54,4.96,0.72,185.46,0.26,51.19,1.59,1.66,1.79
2021-03-16T01:52:33.836265,0.692,18.40,38.96,542.62,30.87,29.65,5.89,0.63,187.62,0.25,38.31,1.74,2.12,2.43
2021-03-16T01:55:34.041946,0.694,18.40,39.17,539.54,30.87,27.40,5.21,0.70,184.82,0.25,38.31,1.74,2.23,2.54
2021-03-16T01:58:34.140647,0.696,18.40,39.17,543.64,27.49,30.93,5.11,0.68,186.11,0.25,38.31,1.74,1.77,2.00
2021-03-16T02:01:34.340860,0.698,18.40,38.96,547.74,28.33,34.45,5.60,0.63,186.65,0.24,38.31,1.74,2.00,3.84
2021-03-16T02:04:34.541004,0.700,18.40,38.96,554.91,32.56,28.82,6.08,0.55,186.11,0.25,25.43,1.74,1.89,2.11
2021-03-16T02:07:34.738857,0.702,18.40,38.96,536.47,29.60,28.30,5.74,0.64,189.24,0.24,25.43,1.59,1.89,2.11
2021-03-16T02:10:34.964170,0.704,18.40,39.07,543.64,29.60,27.18,5.01,0.66,184.38,0.24,25.43,1.74,2.12,2.43
2021-03-16T02:13:35.165472,0.706,18.30,39.17,538.52,30.45,28.82,4.96,0.63,186.76,0.24,38.31,1.74,2.34,2.87
2021-03-16T02:16:35.362377,0.708,18.40,39.17,543.64,31.29,30.47,5.45,0.62,188.37,0.24,38.31,1.44,1.66,2.00
2021-03-16T02:19:35.506052,0.710,18.30,39.28,553.88,28.33,33.32,4.92,0.64,183.74,0.25,38.31,1.59,1.89,2.33
2021-03-16T02:22:35.540509,0.712,18.30,39.49,552.86,29.60,27.93,4.87,0.61,185.35,0.25,38.31,1.59,1.66,1.90
2021-03-16T02:25:35.771491,0.715,18.30,39.38,544.67,27.91,29.88,4.38,0.64,182.66,0.24,38.31,1.59,1.77,2.00
2021-03-16T02:28:35.977632,0.717,18.30,39.38,550.81,25.37,32.44,4.53,0.67,185.89,0.24,38.31,1.59,2.00,2.22
2021-03-16T02:31:36.177703,0.719,18.20,39.49,538.52,29.60,27.55,4.62,0.62,188.16,0.24,38.31,1.89,1.89,2.11
2021-03-16T02:34:36.377513,0.721,18.20,39.59,543.64,30.45,30.70,5.35,0.66,185.25,0.24,38.31,1.89,2.23,2.43
2021-03-16T02:37:36.584251,0.723,18.20,39.69,534.42,26.22,27.72,3.99,0.77,187.08,0.25,38.31,1.74,1.66,1.90
2021-03-16T02:40:36.802704,0.725,18.20,39.80,531.35,24.53,31.54,3.94,0.72,185.57,0.24,38.31,1.89,2.46,2.76
2021-03-16T02:43:37.010321,0.727,18.20,39.59,540.57,25.80,30.64,4.38,0.73,188.59,0.24,38.31,1.74,1.89,2.11
2021-03-16T02:46:37.209112,0.729,18.20,39.49,547.74,23.68,33.27,4.04,0.75,186.43,0.24,25.43,1.74,2.00,2.22
2021-03-16T02:49:37.409837,0.731,18.20,39.69,539.54,20.30,31.93,3.26,0.80,183.74,0.24,38.31,1.59,1.89,2.11
2021-03-16T02:52:37.626958,0.733,18.20,39.69,549.79,20.72,30.88,3.60,0.74,184.60,0.25,38.31,1.59,1.77,2.00
2021-03-16T02:55:37.859821,0.735,18.20,39.69,543.64,21.14,34.32,3.65,0.77,184.17,0.25,38.31,3.25,3.94,4.48
2021-03-16T02:58:38.070013,0.737,18.20,39.59,543.64,23.26,31.70,3.94,0.76,185.03,0.24,25.43,9.87,20.15,48.58
2021-03-16T03:01:38.273385,0.740,18.20,39.69,543.64,23.68,32.89,3.70,0.72,184.60,0.24,25.43,3.55,6.34,14.29
2021-03-16T03:04:38.475010,0.742,18.30,39.69,555.93,23.26,30.20,3.41,0.79,185.03,0.24,25.43,1.89,2.34,2.76
2021-03-16T03:07:38.671958,0.744,18.30,39.69,537.50,21.14,30.21,4.09,0.76,186.86,0.24,38.31,1.59,2.00,2.33
2021-03-16T03:10:38.908141,0.746,18.20,39.69,535.45,21.99,29.98,3.80,0.78,187.51,0.24,25.43,1.59,2.12,2.76
2021-03-16T03:13:39.077522,0.748,18.20,39.59,539.54,21.57,29.16,3.80,0.77,184.38,0.23,25.43,1.59,1.89,2.22
2021-03-16T03:16:39.302808,0.750,18.20,39.69,544.67,18.18,35.31,3.46,0.77,184.82,0.23,25.43,1.59,1.89,2.33
2021-03-16T03:19:39.533925,0.752,18.20,39.17,548.76,21.99,29.98,3.55,0.64,184.38,0.22,25.43,1.59,1.89,2.33
2021-03-16T03:22:39.734078,0.754,18.20,39.49,536.47,21.57,33.27,3.55,0.71,183.95,0.22,25.43,1.74,2.12,2.54
2021-03-16T03:25:39.910514,0.756,18.30,39.38,548.76,26.64,32.28,3.84,0.65,184.28,0.21,25.43,1.59,2.23,2.65
2021-03-16T03:28:40.109772,0.758,18.30,39.38,547.74,25.37,29.44,3.70,0.69,182.55,0.22,25.43,1.59,1.89,2.11
2021-03-16T03:31:40.310285,0.760,18.30,39.38,527.25,21.57,29.53,3.21,0.75,185.68,0.21,25.43,1.59,1.77,2.00
2021-03-16T03:34:40.514032,0.762,18.30,39.07,540.57,18.61,31.26,3.55,0.80,183.20,0.21,25.43,1.59,1.89,2.54
2021-03-16T03:37:40.728143,0.765,18.20,39.38,537.50,22.84,29.38,3.50,0.70,182.23,0.22,25.43,1.59,2.00,2.43
2021-03-16T03:40:40.947957,0.767,18.30,39.17,547.74,24.95,26.00,4.19,0.69,183.52,0.21,25.43,1.59,1.89,2.11
2021-03-16T03:43:41.152588,0.769,18.20,39.59,541.59,26.22,27.34,3.89,0.70,185.79,0.22,25.43,1.74,2.12,2.76
2021-03-16T03:46:41.355971,0.771,18.30,39.17,545.69,24.10,31.84,4.23,0.70,185.68,0.21,12.54,2.95,3.03,3.30
2021-03-16T03:49:41.566873,0.773,18.20,38.96,552.86,21.14,28.71,3.55,0.73,183.52,0.21,25.43,1.89,2.23,3.41
2021-03-16T03:52:41.762879,0.775,18.30,39.28,551.84,21.99,31.48,3.55,0.64,183.09,0.21,25.43,1.59,1.66,2.65
2021-03-16T03:55:41.982027,0.777,18.30,38.96,548.76,20.30,30.06,3.26,0.71,182.66,0.20,25.43,1.44,1.55,1.90
2021-03-16T03:58:42.180651,0.779,18.30,38.75,544.67,20.72,31.26,3.46,0.71,182.55,0.21,12.54,1.59,1.77,2.00
2021-03-16T04:01:42.387886,0.781,18.30,38.96,543.64,22.41,29.30,3.55,0.74,183.95,0.20,12.54,1.74,2.23,2.87
2021-03-16T04:04:42.589442,0.783,18.30,39.17,548.76,20.30,30.06,3.46,0.73,180.61,0.20,25.43,1.59,1.77,2.33
2021-03-16T04:07:42.809445,0.785,18.20,39.17,535.45,22.41,28.18,3.94,0.73,185.35,0.21,25.43,1.59,1.77,2.11
2021-03-16T04:10:43.006359,0.787,18.30,39.17,541.59,21.57,28.78,3.31,0.75,181.15,0.20,12.54,1.74,1.89,2.33
2021-03-16T04:13:43.206369,0.790,18.30,39.38,542.62,22.41,28.18,3.41,0.72,180.93,0.21,25.43,1.89,2.34,2.54
2021-03-16T04:16:43.423166,0.792,18.30,39.28,542.62,21.14,31.70,3.46,0.76,182.77,0.20,25.43,1.89,2.57,2.97
2021-03-16T04:19:43.622174,0.794,18.30,39.17,543.64,18.61,33.51,3.21,0.77,182.66,0.19,12.54,2.04,2.69,3.08
